barcount,date,open,high,low,close,volume,higherclose,reversal,trendsequence,adl,adx,adxr,apz_lower,apz_upper,aroonoscillator,atr,bollinger_lower,bollinger_middle,bollinger_upper,bop,camarilla_r1,camarilla_r2,camarilla_r3,camarilla_r4,camarilla_s1,camarilla_s2,camarilla_s3,camarilla_s4,cci,chaikinmoneyflow,chaikinoscillator,chaikinvolatility,choppinessindex,cmo,currentday_open,currentday_low,currentday_high,disparityindex,dm_diplus,dm_diminus,dmi,dmindex,donchian_lower,donchian_mean,donchian_upper,doublestochastics_k,easeofmovement,fibonacci_pp,fibonacci_r1,fibonacci_r2,fibonacci_r3,fibonacci_s1,fibonacci_s2,fibonacci_s3,fisherstransform,fosc,kama,keltner_lower,keltner_mean,keltner_upper,linreg,linregintercept,linregslope,macd,macd_avg,macd_diff,mama_default,mama_kama,mfi,momentum,moneyflowoscillator,orderflowcumulativedelta_deltaopen,orderflowcumulativedelta_deltaclose,orderflowcumulativedelta_deltahigh,orderflowcumulativedelta_deltalow,orderflowvwap_vwap,orderflowvwap_s1_lower,orderflowvwap_s1_higher,orderflowvwap_s2_lower,orderflowvwap_s2_higher,orderflowvwap_s3_lower,orderflowvwap_s3_higher,parabolic_sar,pfe,ppo,priceoscillator,psychologicalline,rsquared,relativevigorindex,rind,roc,rsi,rsi_avg,rss,rvi,stddev,stochrsi,stochastics_d,stochastics_k,stochasticsfast_d,stochasticsfast_k,trix,trix_signal,tsf,tsi,ultimateoscillator,vortex_viplus,vortex_viminus,volma,volume_oscillator,vroc,williamsr,wisemanawesomeoscillator,woodiescci,woodiescci_turbo,woodiespivot_pp,woodiespivot_r1,woodiespivot_r2,woodiespivot_s1,woodiespivot_s2
678,8/4/2023 14:57,15780.5,15788,15780.5,15788,5054,TRUE,TRUE,1,23025,40,43,-0.091,0.099,-36,9.7,-0.114,0.203,0.203,-0.143,0.539,0.656,0.774,1.127,0.304,0.186,0.068,-0.284,-69,-20,-879,0,44,-5,0.38,-0.095,1.425,-0.154,26,51,0,39,-0.095,0.048,0.19,22,-31,0.409,0.898,1.201,1.691,-0.081,-0.384,-0.874,-1,0.01,0.125,-0.024,0.048,0.119,-0.005,0.094,-1.2,-19.2,-20.7,1.5,0.065,0.208,54,-8,-0.28,0,242,242,-148,0.748,0.401,1.094,0.055,1.441,-0.292,1.787,0.161,-0.25,-0.131,-20.7,50,0.77,-0.17,14,-0.05,39,36,72,33,12.5,0.69,30,11,11,33,-0.0188,-0.0193,-0.028,-25,37,0.6,0.8,2361,-493,-27,-67,-39.1,-69,-33,0.391,1.021,1.674,-0.261,-0.891
679,8/4/2023 15:00,15788,15795.5,15788,15795.5,4303,TRUE,FALSE,2,27328,39,43,-0.137,0.053,-36,9.6,-0.159,0.139,0.139,-0.143,0.491,0.609,0.726,1.079,0.256,0.138,0.021,-0.332,-10,-18,1295,0,42,-11,0.332,-0.142,1.377,-0.098,30,48,0,41,-0.142,0,0.142,30,-23,0.361,0.851,1.153,1.643,-0.129,-0.431,-0.921,-0.9,0.04,0.077,-0.071,0,0.071,-0.038,0.018,-0.7,-17.7,-20.1,2.4,-0.003,0.12,51,-15,-0.16,0,-57,192,-246,0.695,0.345,1.045,-0.004,1.395,-0.354,1.745,0.098,-0.23,-0.127,-20.1,50,0.42,-0.1,11,-0.09,43,40,70,38,11.7,0.88,27,28,28,50,-0.0181,-0.0187,-0.051,-13,37,0.7,0.9,2620,-311,66,-50,-38,-10,58,0.343,0.973,1.625,-0.309,-0.939
680,8/4/2023 15:05,15788,15788,15780.5,15780.5,6733,FALSE,TRUE,1,20595,38,42,-0.05,0.14,-36,10,-0.077,0.233,0.233,-0.143,0.587,0.704,0.822,1.175,0.351,0.234,0.116,-0.237,-77,-26,-76,0,42,-11,0.428,-0.048,1.473,-0.178,27,49,0,38,-0.048,0.095,0.238,27,-20,0.456,0.946,1.249,1.739,-0.034,-0.337,-0.827,-0.9,-0.04,0.165,0.013,0.084,0.155,0.037,0.119,-1,-17.6,-19.6,2.1,0.089,0.212,43,-15,-0.21,0,-169,250,-169,0.783,0.426,1.14,0.069,1.497,-0.288,1.854,0.178,-0.22,-0.124,-19.6,40,0.24,-0.07,27,-0.09,38,39,70,35,12.2,0.62,25,33,33,17,-0.0176,-0.0181,0.018,-17,37,0.7,0.9,3168,-399,515,-83,-36.8,-77,-30,0.439,1.069,1.722,-0.214,-0.844
681,8/4/2023 15:09,15780.5,15780.5,15773,15773,4044,FALSE,FALSE,2,16551,38,41,-0.02,0.17,-36,9.8,-0.049,0.287,0.287,-0.143,0.634,0.752,0.87,1.223,0.399,0.281,0.164,-0.189,-113,-26,-1917,0,42,-11,0.475,0,1.522,-0.209,25,51,0,36,0,0.143,0.285,16,-19,0.504,0.994,1.297,1.788,0.014,-0.289,-0.78,-1.2,-0.05,0.194,0.04,0.111,0.182,0.048,0.19,-1.7,-17.8,-19.2,1.4,0.131,0.256,39,-15,-0.22,0,-240,11,-242,0.826,0.465,1.188,0.103,1.55,-0.259,1.911,0.212,-0.2,-0.122,-19.2,30,0.19,-0.13,31,-0.1,36,37,70,33,13.2,0.51,22,22,22,0,-0.0172,-0.0177,0.015,-23,37,0.7,0.9,3285,-264,509,-100,-35.2,-113,-100,0.487,1.117,1.77,-0.166,-0.797
682,8/4/2023 15:11,15780.5,15788,15780.5,15788,2270,TRUE,TRUE,1,18821,37,40,-0.118,0.072,-36,10.2,-0.136,0.191,0.191,0,0.539,0.656,0.774,1.127,0.304,0.186,0.068,-0.284,-47,-17,-1773,0,44,5,0.38,-0.095,1.425,-0.105,28,46,0,42,-0.095,0.048,0.19,23,-11,0.409,0.898,1.201,1.691,-0.081,-0.384,-0.874,-1.1,0.06,0.093,-0.074,-0.003,0.068,-0.064,0.118,-2.2,-16.6,-18.7,2.1,0.032,0.158,50,8,-0.09,0,115,130,-97,0.728,0.365,1.091,0.002,1.455,-0.362,1.818,0.105,-0.15,-0.118,-18.7,30,0,-0.27,25,0.05,43,40,74,36,12.9,0.84,19,17,17,33,-0.0166,-0.0171,-0.106,-14,49,0.7,0.7,3150,-223,417,-67,-30.7,-47,33,0.391,1.021,1.674,-0.261,-0.891
683,8/4/2023 15:11,15788,15795.5,15788,15795.5,769,TRUE,FALSE,2,19590,35,38,-0.155,0.035,-36,10,-0.184,0.143,0.143,0,0.491,0.609,0.726,1.079,0.256,0.138,0.021,-0.332,5,-7,-1308,0,42,0,0.332,-0.142,1.377,-0.053,32,43,0,46,-0.142,0,0.142,57,4,0.361,0.851,1.153,1.643,-0.129,-0.431,-0.921,-0.5,0.1,0.045,-0.13,-0.059,0.013,-0.103,0.062,-2,-14.9,-18,3.1,-0.015,0.107,48,0,-0.04,0,196,196,0,0.679,0.316,1.043,-0.048,1.407,-0.412,1.77,0.045,-0.1,-0.114,-18,40,0.15,-0.33,21,0,46,43,78,39,12.9,1,21,28,28,50,-0.0158,-0.0165,-0.141,-4,55,0.8,0.8,2832,-136,-34,-50,-26.5,5,100,0.343,0.973,1.625,-0.309,-0.939
684,8/4/2023 15:12,15795.5,15803,15795.5,15803,1270,TRUE,FALSE,3,20860,33,37,-0.182,0.008,-36,9.8,-0.231,0.095,0.095,0,0.443,0.561,0.678,1.031,0.208,0.091,-0.026,-0.379,57,-2,-595,0,42,0,0.285,-0.19,1.329,-0.005,35,41,0,51,-0.19,-0.047,0.095,79,12,0.313,0.803,1.105,1.595,-0.176,-0.479,-0.968,0.1,0.12,-0.002,-0.176,-0.104,-0.033,-0.123,-0.012,-1.4,-12.8,-16.9,4.2,-0.061,0.056,46,0,0.01,0,94,109,-108,0.63,0.266,0.995,-0.098,1.359,-0.462,1.723,-0.19,-0.06,-0.107,-16.9,50,0.34,-0.27,17,0,49,46,81,42,12.9,1,27,50,50,67,-0.0148,-0.0156,-0.149,5,61,0.8,0.8,2624,-43,-4,-33,-22.8,57,114,0.296,0.925,1.577,-0.356,-0.986
685,8/4/2023 15:15,15803,15810.5,15803,15810.5,3671,TRUE,FALSE,4,24531,31,35,-0.2,-0.01,-36,9.6,-0.278,0.048,0.048,0,0.396,0.513,0.631,0.983,0.161,0.043,-0.074,-0.426,109,7,919,0,42,0,0.237,-0.237,1.281,0.039,39,39,0,57,-0.237,-0.095,0.047,89,12,0.266,0.755,1.057,1.546,-0.224,-0.526,-1.015,0.7,0.12,-0.048,-0.212,-0.141,-0.07,-0.125,-0.106,-0.2,-10.3,-15.6,5.3,-0.066,-0.01,50,0,-0.05,0,104,155,-33,0.579,0.214,0.945,-0.152,1.311,-0.518,1.677,-0.233,-0.03,-0.099,-15.6,60,0.38,-0.1,14,0,52,49,85,45,12.9,1,35,67,67,83,-0.0135,-0.0146,-0.129,15,59,0.8,0.8,2764,-100,56,-17,-16.5,109,119,0.248,0.878,1.529,-0.403,-1.033
686,8/4/2023 15:17,15803,15803,15795.5,15795.5,2800,FALSE,TRUE,1,21731,29,35,-0.093,0.097,-36,10,-0.168,0.107,0.107,-0.143,0.491,0.609,0.726,1.079,0.256,0.138,0.021,-0.332,55,-10,563,0,51,-16,0.332,-0.142,1.377,-0.051,35,40,0,45,-0.142,-0.024,0.095,86,6,0.361,0.851,1.153,1.643,-0.129,-0.431,-0.921,0.8,0,0.046,-0.108,-0.036,0.035,-0.001,-0.06,0.7,-9.5,-14.4,4.8,0.029,0.084,45,-22,-0.08,0,-345,163,-346,0.672,0.305,1.04,-0.063,1.408,-0.431,1.775,-0.129,-0.06,-0.091,-14.4,60,0.36,0.07,29,-0.14,46,47,89,42,10.8,0.72,41,70,70,60,-0.0123,-0.0134,0.012,7,46,0.6,0.8,2768,117,74,-40,-10.3,55,35,0.343,0.973,1.625,-0.309,-0.939
687,8/4/2023 15:18,15795.5,15795.5,15788,15788,2083,FALSE,FALSE,2,19648,28,34,-0.049,0.141,-29,9.8,-0.12,0.141,0.141,-0.143,0.539,0.656,0.774,1.127,0.304,0.186,0.068,-0.284,5,-11,-296,0,49,-11,0.38,-0.095,1.425,-0.091,33,43,0,43,-0.095,0.024,0.143,72,0,0.409,0.898,1.201,1.691,-0.081,-0.384,-0.874,0.7,-0.05,0.091,-0.051,0.021,0.092,0.053,-0.033,1,-9.4,-13.4,4,0.074,0.13,47,-15,-0.11,0,-87,186,-93,0.718,0.349,1.087,-0.021,1.457,-0.39,1.826,-0.073,-0.08,-0.085,-13.4,60,0.34,0.17,33,-0.09,44,46,93,40,10.3,0.6,45,61,61,40,-0.0113,-0.0124,0.073,-2,50,0.7,0.9,2677,233,165,-60,-7,5,-58,0.391,1.021,1.674,-0.261,-0.891
688,8/4/2023 15:22,15788,15788,15780.5,15780.5,4084,FALSE,FALSE,3,15564,27,34,-0.018,0.172,57,9.7,-0.081,0.183,0.183,-0.143,0.587,0.704,0.822,1.175,0.351,0.234,0.116,-0.237,-54,-17,-1920,0,49,-11,0.428,-0.048,1.473,-0.128,31,46,0,41,-0.048,0.071,0.19,53,-2,0.456,0.946,1.249,1.739,-0.034,-0.337,-0.827,0.3,-0.09,0.137,-0.005,0.067,0.138,0.091,0.011,1,-9.8,-12.7,2.9,0.072,0.151,42,-15,-0.06,0,-260,34,-313,0.761,0.388,1.134,0.016,1.507,-0.357,1.88,-0.017,-0.09,-0.08,-12.7,50,0.02,0.17,27,-0.09,41,43,93,38,10.4,0.47,47,40,40,20,-0.0105,-0.0114,0.109,-10,50,0.7,0.9,2865,465,169,-80,-6.8,-54,-125,0.439,1.069,1.722,-0.214,-0.844
689,8/4/2023 15:27,15780.5,15780.5,15773,15773,3989,FALSE,FALSE,4,11575,27,33,0.004,0.194,57,9.5,-0.05,0.233,0.233,-0.143,0.634,0.752,0.87,1.223,0.399,0.281,0.164,-0.189,-103,-13,-3679,0,49,-11,0.475,0,1.522,-0.162,29,49,0,38,0,0.119,0.238,31,-4,0.504,0.994,1.297,1.788,0.014,-0.289,-0.78,-0.2,-0.11,0.177,0.032,0.103,0.174,0.113,0.071,0.5,-10.6,-12.2,1.7,0.115,0.197,40,-15,-0.17,0,-63,74,-96,0.805,0.428,1.182,0.051,1.558,-0.326,1.935,0.238,-0.1,-0.077,-12.2,40,0.34,0.07,22,-0.1,39,41,89,35,11.1,0.36,48,20,20,0,-0.0101,-0.0108,0.122,-19,40,0.7,0.9,3015,674,209,-100,-9.5,-103,-119,0.487,1.117,1.77,-0.166,-0.797
690,8/4/2023 15:30,15780.5,15788,15780.5,15788,3174,TRUE,TRUE,1,14749,26,32,-0.101,0.089,57,9.9,-0.139,0.139,0.139,0,0.539,0.656,0.774,1.127,0.304,0.186,0.068,-0.284,-21,-11,-3054,0,51,5,0.38,-0.095,1.425,-0.062,32,44,0,44,-0.095,0.024,0.143,26,0,0.409,0.898,1.201,1.691,-0.081,-0.384,-0.874,-0.4,-0.01,0.081,-0.062,0.01,0.081,0.012,-0.012,0.3,-9.9,-11.8,1.9,0.018,0.099,46,8,-0.16,0,389,394,-85,0.706,0.327,1.084,-0.052,1.463,-0.431,1.842,0.138,-0.06,-0.074,-11.8,50,0.53,-0.03,18,0.05,45,43,86,39,11,0.69,47,20,20,40,-0.0096,-0.0102,0.018,-11,47,0.7,0.7,3036,447,282,-60,-12.7,-21,-35,0.391,1.021,1.674,-0.261,-0.891
691,8/4/2023 15:32,15788,15795.5,15788,15795.5,2694,TRUE,FALSE,2,17443,25,31,-0.144,0.046,57,9.7,-0.168,0.093,0.093,0.143,0.491,0.609,0.726,1.079,0.256,0.138,0.021,-0.332,34,-11,-1664,0,51,16,0.332,-0.142,1.377,-0.013,35,42,0,47,-0.142,-0.024,0.095,32,3,0.361,0.851,1.153,1.643,-0.129,-0.431,-0.921,-0.4,0.04,0.032,-0.098,-0.027,0.044,-0.037,-0.038,0,-8.6,-11.1,2.5,-0.029,0.05,49,22,-0.12,0,80,180,-58,0.655,0.275,1.035,-0.105,1.416,-0.485,1.796,0.086,-0.02,-0.07,-11.1,60,0.34,-0.03,15,0.14,48,46,84,43,10.3,0.8,44,33,33,60,-0.0089,-0.0096,-0.036,-1,49,0.8,0.6,2990,457,200,-40,-12.8,34,58,0.343,0.973,1.625,-0.309,-0.939
692,8/4/2023 15:33,15788,15788,15780.5,15780.5,1812,FALSE,TRUE,1,15631,24,31,-0.054,0.136,29,10.1,-0.079,0.188,0.188,0,0.587,0.704,0.822,1.175,0.351,0.234,0.116,-0.237,-54,-15,-1520,0,51,-5,0.428,-0.048,1.473,-0.1,32,43,0,43,-0.048,0.071,0.19,26,-3,0.456,0.946,1.249,1.739,-0.034,-0.337,-0.827,-0.5,-0.04,0.126,-0.005,0.067,0.138,0.042,0.067,-0.3,-8.7,-10.6,1.9,0.045,0.12,42,-8,-0.18,0,-163,45,-163,0.749,0.367,1.131,-0.015,1.513,-0.396,1.895,0.176,-0.03,-0.067,-10.6,50,0.3,0.03,30,-0.05,43,45,82,40,10.6,0.47,41,40,40,20,-0.0085,-0.009,0.036,-7,37,0.7,0.7,2833,20,145,-80,-12.6,-54,-30,0.439,1.069,1.722,-0.214,-0.844
693,8/4/2023 15:35,15780.5,15780.5,15773,15773,1784,FALSE,FALSE,2,13847,24,30,-0.023,0.167,29,9.9,-0.05,0.233,0.233,-0.143,0.634,0.752,0.87,1.223,0.399,0.281,0.164,-0.189,-103,-20,-1891,0,51,-16,0.475,0,1.522,-0.136,30,46,0,41,0,0.119,0.238,13,-8,0.504,0.994,1.297,1.788,0.014,-0.289,-0.78,-0.8,-0.07,0.166,0.032,0.103,0.174,0.069,0.114,-0.5,-9.3,-10.4,1.1,0.089,0.166,34,-22,-0.15,0,-54,98,-54,0.795,0.411,1.179,0.028,1.562,-0.356,1.946,0.219,-0.06,-0.066,-10.4,40,0.19,0.03,33,-0.14,41,43,78,38,11.1,0.32,34,27,27,0,-0.0082,-0.0086,0.059,-14,37,0.6,0.8,2693,-218,-59,-100,-12.3,-103,-100,0.487,1.117,1.77,-0.166,-0.797
694,8/4/2023 15:38,15773,15773,15765.5,15765.5,3070,FALSE,FALSE,3,10777,24,29,0,0.19,-64,9.8,-0.025,0.29,0.29,-0.143,0.682,0.8,0.918,1.271,0.447,0.329,0.211,-0.142,-140,-20,-2848,0,42,-11,0.523,0,1.57,-0.17,28,49,0,38,0,0.143,0.285,6,-10,0.552,1.042,1.346,1.836,0.061,-0.242,-0.733,-1.2,-0.07,0.195,0.059,0.13,0.201,0.075,0.19,-1.4,-10.2,-10.4,0.1,0.131,0.211,37,-15,-0.19,0,-221,145,-221,0.839,0.453,1.226,0.066,1.613,-0.321,2,0.263,-0.08,-0.066,-10.4,30,0.24,-0.1,27,-0.1,39,41,75,35,12.4,0.18,27,7,7,0,-0.0082,-0.0084,0.048,-22,38,0.7,0.9,2743,-15,-52,-100,-12,-140,-114,0.534,1.166,1.819,-0.119,-0.75
695,8/4/2023 15:39,15765.5,15765.5,15758,15758,2163,FALSE,FALSE,4,8614,25,28,0.015,0.206,-71,9.6,-0.005,0.352,0.352,-0.143,0.73,0.848,0.966,1.319,0.495,0.377,0.259,-0.094,-170,-22,-3668,0,36,-11,0.571,0,1.618,-0.201,27,51,0,34,0,0.167,0.333,3,-13,0.6,1.091,1.394,1.885,0.109,-0.194,-0.685,-1.7,-0.06,0.206,0.076,0.148,0.219,0.064,0.283,-2.7,-11.5,-10.6,-0.9,0.171,0.257,39,-15,-0.2,0,-5,17,-178,0.885,0.495,1.274,0.106,1.663,-0.283,2.053,0.3,-0.09,-0.067,-10.6,20,0.38,-0.3,22,-0.1,37,39,67,32,14.1,0,21,0,0,0,-0.0084,-0.0084,0.013,-29,38,0.7,0.9,2666,99,-34,-100,-14.8,-170,-119,0.582,1.214,1.867,-0.071,-0.703
696,8/4/2023 15:44,15758,15758,15750.5,15750.5,6763,FALSE,FALSE,5,1851,26,27,0.026,0.217,-79,9.4,-0.007,0.415,0.415,-0.286,0.778,0.896,1.014,1.367,0.542,0.425,0.307,-0.047,-167,-29,-5822,0,29,-29,0.619,0,1.667,-0.229,25,54,0,33,0,0.19,0.381,2,-12,0.648,1.139,1.442,1.933,0.156,-0.147,-0.638,-2.1,-0.06,0.22,0.095,0.167,0.238,0.057,0.351,-3.6,-12.9,-11,-1.9,0.209,0.302,29,-38,-0.26,0,-42,197,-154,0.924,0.526,1.322,0.129,1.719,-0.269,2.117,0.33,-0.13,-0.07,-11,20,0.62,-0.47,18,-0.24,35,37,56,30,16.6,0,18,0,0,0,-0.0089,-0.0086,-0.011,-37,35,0.6,1.1,3212,396,250,-100,-20.5,-167,-110,0.63,1.262,1.916,-0.024,-0.656
697,8/4/2023 15:45,15758,15765.5,15758,15765.5,2259,TRUE,TRUE,1,4110,26,27,-0.086,0.104,-79,9.8,-0.118,0.308,0.308,-0.286,0.682,0.8,0.918,1.271,0.447,0.329,0.211,-0.142,-93,-22,-5456,0,31,-22,0.523,-0.095,1.57,-0.124,28,48,0,41,-0.095,0.095,0.285,19,-5,0.552,1.042,1.346,1.836,0.061,-0.242,-0.733,-1.9,0.05,0.119,-0.017,0.054,0.125,-0.054,0.245,-3.6,-12.7,-11.4,-1.3,0.045,0.166,31,-30,-0.21,0,184,184,-138,0.825,0.426,1.225,0.026,1.624,-0.373,2.024,0.208,-0.15,-0.072,-11.4,30,0.77,-0.53,15,-0.19,42,39,46,35,16.8,0.42,16,8,8,25,-0.0093,-0.009,-0.123,-25,37,0.6,1,3085,224,284,-75,-23.7,-93,-33,0.534,1.166,1.819,-0.119,-0.75
698,8/4/2023 15:50,15758,15758,15750.5,15750.5,5418,FALSE,TRUE,1,-1308,26,27,-0.014,0.176,-79,10.2,-0.052,0.385,0.385,-0.429,0.778,0.896,1.014,1.367,0.542,0.425,0.307,-0.047,-120,-27,-6533,0,33,-37,0.619,0,1.667,-0.202,25,49,0,38,0,0.19,0.381,18,-6,0.648,1.139,1.442,1.933,0.156,-0.147,-0.638,-2,-0.01,0.203,0.059,0.13,0.202,0.012,0.321,-3.7,-13.6,-11.8,-1.7,0.082,0.217,26,-52,-0.37,0,-304,136,-321,0.915,0.509,1.321,0.103,1.726,-0.303,2.132,0.279,-0.19,-0.075,-11.8,30,0.78,-0.5,30,-0.33,37,38,37,32,17.2,0.16,13,8,8,0,-0.0097,-0.0093,-0.059,-28,26,0.4,1.1,3396,283,302,-100,-26.9,-120,-92,0.63,1.262,1.916,-0.024,-0.656
699,8/4/2023 15:52,15758,15765.5,15758,15765.5,3953,TRUE,TRUE,1,2645,26,27,-0.115,0.075,-79,10.5,-0.134,0.236,0.236,-0.429,0.682,0.8,0.918,1.271,0.447,0.329,0.211,-0.142,-62,-29,-5123,0,40,-30,0.523,-0.095,1.57,-0.099,28,44,0,43,-0.095,0.071,0.238,31,-2,0.552,1.042,1.346,1.836,0.061,-0.242,-0.733,-1.8,0.07,0.106,-0.044,0.027,0.098,-0.071,0.173,-3,-12.9,-12,-0.9,-0.014,0.118,26,-45,-0.38,0,57,58,-216,0.814,0.405,1.223,-0.004,1.632,-0.413,2.041,0.161,-0.22,-0.076,-12,40,0.4,-0.4,25,-0.28,44,41,34,38,14.6,0.65,10,18,18,29,-0.01,-0.0097,-0.127,-17,39,0.4,1,3470,413,56,-71,-27,-62,41,0.534,1.166,1.819,-0.119,-0.75
700,8/4/2023 15:54,15758,15758,15750.5,15750.5,3706,FALSE,TRUE,1,-1061,26,26,-0.034,0.156,-71,10.9,-0.056,0.308,0.308,-0.429,0.778,0.896,1.014,1.367,0.542,0.425,0.307,-0.047,-100,-41,-5259,0,46,-30,0.619,0,1.667,-0.179,25,44,0,39,0,0.143,0.286,25,-5,0.648,1.139,1.442,1.933,0.156,-0.147,-0.638,-1.9,-0.01,0.187,0.03,0.102,0.173,0.007,0.245,-2.9,-13.4,-12.3,-1.1,0.079,0.21,26,-45,-0.35,0,-145,111,-155,0.905,0.492,1.319,0.079,1.732,-0.335,2.146,0.236,-0.23,-0.078,-12.3,30,0.3,-0.33,38,-0.28,39,40,33,35,14.3,0.35,7,10,10,0,-0.0104,-0.01,-0.048,-21,36,0.4,1,3502,258,56,-100,-27.2,-100,-67,0.63,1.262,1.916,-0.024,-0.656
701,8/4/2023 15:58,15758,15765.5,15758,15765.5,6045,TRUE,TRUE,1,4984,26,25,-0.129,0.061,-64,11.2,-0.151,0.192,0.192,-0.286,0.682,0.8,0.918,1.271,0.447,0.329,0.211,-0.142,-38,-23,-2913,0,47,-14,0.523,-0.095,1.57,-0.077,27,40,0,45,-0.095,0.048,0.19,51,-2,0.552,1.042,1.346,1.836,0.061,-0.242,-0.733,-1.5,0.08,0.088,-0.084,-0.013,0.059,-0.08,0.121,-2.4,-12.5,-12.3,-0.1,-0.017,0.111,36,-22,-0.18,0,375,381,-79,0.803,0.385,1.221,-0.033,1.639,-0.451,2.057,0.122,-0.22,-0.078,-12.3,30,0,-0.33,31,-0.14,45,43,38,39,13.5,0.76,9,21,21,33,-0.0105,-0.0103,-0.127,-11,47,0.5,0.9,3841,249,56,-67,-24.8,-38,67,0.534,1.166,1.819,-0.119,-0.75
746,8/7/2023 07:14,15822.5,15830,15822.5,15830,3779,TRUE,FALSE,2,24767,15,19,-0.14,0.049,-86,9.9,-0.15,0.123,0.123,-0.286,-0.229,-0.077,0.075,0.531,-0.533,-0.685,-0.837,-1.293,-9,1,990,0,39,-18,-0.332,-0.379,0.237,0.006,37,39,0,51,-0.142,0,0.142,64,-14,0.091,0.725,1.116,1.749,-0.542,-0.934,-1.567,-0.9,0.06,0.006,-0.099,-0.028,0.043,-0.065,0.038,-1.3,-1.7,1.3,-2.9,-0.047,-0.002,50,-22,0,0,33,119,-57,0.008,-0.09,0.105,-0.187,0.202,-0.284,0.299,0.071,-0.17,0.008,1.3,50,0.34,-0.27,13,-0.14,50,48,10,51,10.8,0.68,25,26,26,50,0.0004,0.0014,-0.089,-7,44,0.6,1.1,2037,67,8,-50,-15.5,-9,58,-0.002,0.497,1.656,-1.161,-1.661
747,8/7/2023 07:27,15822.5,15822.5,15815,15815,1434,FALSE,TRUE,1,23333,15,19,-0.052,0.137,-79,10.3,-0.06,0.196,0.196,-0.286,-0.134,0.018,0.17,0.627,-0.438,-0.59,-0.743,-1.199,-79,-4,1078,0,49,-22,-0.237,-0.285,0.332,-0.082,33,40,0,46,-0.047,0.071,0.19,65,-19,0.186,0.82,1.212,1.846,-0.448,-0.84,-1.474,-0.9,-0.02,0.1,-0.005,0.066,0.138,0.024,0.111,-1.1,-2.5,0.5,-3,0.036,0.079,52,-30,-0.05,0,-103,8,-114,0.101,0.004,0.198,-0.093,0.295,-0.19,0.392,0.149,-0.18,0.003,0.5,50,0.3,-0.13,29,-0.19,45,47,10,48,10.1,0.29,23,33,33,20,-0.0004,0.0005,0.004,-12,35,0.6,1,1956,207,4,-80,-16.5,-79,-30,0.092,0.593,1.752,-1.067,-1.567
748,8/7/2023 08:19,15815,15815,15807.5,15807.5,5766,FALSE,FALSE,2,17567,15,18,-0.022,0.168,-71,10.1,-0.032,0.235,0.235,-0.286,-0.087,0.066,0.218,0.675,-0.391,-0.543,-0.695,-1.152,-125,-17,-819,0,49,-22,-0.19,-0.237,0.38,-0.119,31,43,0,43,0,0.119,0.237,44,-17,0.234,0.868,1.26,1.894,-0.401,-0.793,-1.427,-1.1,-0.05,0.142,0.032,0.103,0.174,0.053,0.15,-1.2,-3.7,-0.3,-3.4,0.08,0.125,45,-30,-0.2,0,-344,58,-344,0.14,0.041,0.239,-0.059,0.339,-0.158,0.438,0.181,-0.2,-0.002,-0.3,40,0.19,-0.07,32,-0.19,43,45,10,45,10.6,0.1,21,23,23,0,-0.0012,-0.0004,0.03,-19,36,0.6,1,2464,372,367,-100,-17.6,-125,-100,0.14,0.641,1.801,-1.02,-1.521
749,8/7/2023 08:34,15815,15822.5,15815,15822.5,3425,TRUE,TRUE,1,20992,14,17,-0.119,0.07,-29,10.4,-0.128,0.135,0.135,-0.143,-0.181,-0.029,0.123,0.579,-0.485,-0.638,-0.79,-1.246,-31,-11,-431,0,51,-5,-0.284,-0.332,0.284,-0.022,33,39,0,49,-0.095,0.024,0.142,50,-11,0.139,0.772,1.164,1.798,-0.495,-0.887,-1.521,-1.1,0.04,0.046,-0.073,-0.002,0.07,-0.038,0.045,-1,-3.5,-1,-2.5,-0.015,0.029,52,-8,-0.17,0,304,304,-32,0.043,-0.055,0.141,-0.153,0.239,-0.251,0.337,0.071,-0.18,-0.006,-1,40,0,-0.1,26,-0.05,49,47,11,49,10.4,0.55,19,20,20,40,-0.0019,-0.0011,-0.057,-10,49,0.6,0.8,2592,493,389,-60,-15.7,-31,33,0.045,0.545,1.704,-1.114,-1.614
750,8/7/2023 08:36,15822.5,15830,15822.5,15830,767,TRUE,FALSE,2,21759,13,16,-0.156,0.034,-29,10.2,-0.174,0.093,0.093,0,-0.229,-0.077,0.075,0.531,-0.533,-0.685,-0.837,-1.293,35,-15,11,0,51,5,-0.332,-0.379,0.237,0.023,37,37,0,51,-0.142,-0.024,0.095,75,4,0.091,0.725,1.116,1.749,-0.542,-0.934,-1.567,-0.5,0.07,-0.002,-0.13,-0.058,0.013,-0.074,-0.007,-0.8,-2.6,-1.3,-1.3,-0.06,-0.02,55,8,-0.12,0,110,137,-5,-0.005,-0.102,0.093,-0.2,0.191,-0.298,0.289,0.011,-0.13,-0.008,-1.3,40,0.15,-0.17,22,0.05,51,49,16,51,10.6,0.75,21,33,33,60,-0.0023,-0.0017,-0.09,-1,57,0.7,0.7,2349,507,399,-40,-13.7,35,100,-0.002,0.497,1.656,-1.161,-1.661
